timestamp,player_num,champion
20180624 005202,4,Pip
20180624 005202,5,Cassie
20180624 005202,6,Grohk
20180624 005202,7,Furia
20180624 005202,8,Maeve
20180624 005202,9,Ash
20180624 010235,0,Cassie
20180624 010235,1,Ying
20180624 010235,2,Lian
20180624 010235,3,Khan
20180624 010235,4,Evie
20180624 010235,5,Grohk
20180624 010235,6,Talus
20180624 010235,7,Strix
20180624 010235,8,Barik
20180624 010235,9,Maeve
20180624 011333,0,Lian
20180624 011333,1,Khan
20180624 011333,2,Jenos
20180624 011333,3,Maeve
20180624 011333,4,Pip
20180624 011333,5,Strix
20180624 011333,6,Lex
20180624 011333,7,Jenos
20180624 011333,8,Sha Lin
20180624 011333,9,Bomb King
20180624 012757,0,Khan
20180624 012757,1,Cassie
20180624 012757,2,Lian
20180624 012757,3,Ying
20180624 012757,4,Zhin
20180624 012757,5,Maeve
20180624 012757,6,Ying
20180624 012757,7,Cassie
20180624 012757,8,Strix
20180624 012757,9,Inara
20180624 020953,0,Pip
20180624 020953,1,Jenos
20180624 020953,2,Ying
20180624 020953,3,Khan
20180624 020953,4,Lian
20180624 020953,5,Furia
20180624 020953,6,Terminus
20180624 020953,7,Androxus
20180624 020953,8,Moji
20180624 020953,9,Tyra
20180624 022000,0,Jenos
20180624 022000,1,Ash
20180624 022000,2,Zhin
20180624 022000,3,Viktor
20180624 022000,4,Lian
20180624 022000,5,Lex
20180624 022000,6,Makoa
20180624 022000,7,Jenos
20180624 022000,8,Maeve
20180624 022000,9,Sha Lin
20180624 023238,0,Drogoz
20180624 023238,1,Ying
20180624 023238,2,Zhin
20180624 023238,3,Makoa
20180624 023238,4,Lian
20180624 023238,5,Cassie
20180624 023238,6,Barik
20180624 023238,7,Kinessa
20180624 023238,8,Drogoz
20180624 023238,9,Buck
20180624 024149,0,Buck
20180624 024149,1,Ash
20180624 024149,2,Lian
20180624 024149,3,Pip
20180624 024149,4,Jenos
20180624 024149,5,Cassie
20180624 024149,6,Furia
20180624 024149,7,Moji
20180624 024149,8,Khan
20180624 024149,9,Skye
20180624 025240,0,Lian
20180624 025240,1,Ash
20180624 025240,2,Cassie
20180624 025240,3,Evie
20180624 025240,4,Grover
20180624 025240,5,Vivian
20180624 025240,6,Skye
20180624 025240,7,Talus
20180624 025240,8,Maeve
20180624 025240,9,Pip
20180624 030621,0,Lian
20180624 030621,1,Seris
20180624 030621,2,Jenos
20180624 030621,3,Androxus
20180624 030621,4,Ash
20180624 030621,5,Strix
20180624 030621,6,Tyra
20180624 030621,7,Androxus
20180624 030621,8,Furia
20180624 030621,9,Makoa
20180624 031607,0,Lian
20180624 031607,1,Zhin
20180624 031607,2,Jenos
20180624 031607,3,Tyra
20180624 031607,4,Pip
20180624 031607,5,Evie
20180624 031607,6,Strix
20180624 031607,7,Bomb King
20180624 031607,8,Viktor
20180624 031607,9,Furia
20180624 032854,0,Grover
20180624 032854,1,Jenos
20180624 032854,2,Lian
20180624 032854,3,Androxus
20180624 032854,4,Ash
20180624 032854,5,Inara
20180624 032854,6,Strix
20180624 032854,7,Seris
20180624 032854,8,Cassie
20180624 032854,9,Talus
20180624 034201,0,Drogoz
20180624 034201,1,Pip
20180624 034201,2,Inara
20180624 034201,3,Jenos
20180624 034201,4,Lian
20180624 034201,5,Lex
20180624 034201,6,Strix
20180624 034201,7,Zhin
20180624 034201,8,Furia
20180624 034201,9,Makoa
20180624 035549,0,Makoa
20180624 035549,1,Bomb King
20180624 035549,2,Seris
20180624 035549,3,Lian
20180624 035549,4,Tyra
20180624 035549,5,Inara
20180624 035549,6,Drogoz
20180624 035549,7,Zhin
20180624 035549,8,Furia
20180624 035549,9,Jenos
20180624 041002,0,Ash
20180624 041002,1,Kinessa
20180624 041002,2,Maeve
20180624 041002,3,Jenos
20180624 041002,4,Lian
20180624 041002,5,Mal'Damba
20180624 041002,6,Zhin
20180624 041002,7,Sha Lin
20180624 041002,8,Maeve
20180624 041002,9,Terminus
20180624 042217,0,Ash
20180624 042217,1,Lian
20180624 042217,2,Jenos
20180624 042217,3,Drogoz
20180624 042217,4,Cassie
20180624 042217,5,Grover
20180624 042217,6,Drogoz
20180624 042217,7,Maeve
20180624 042217,8,Moji
20180624 042217,9,Strix
20180624 044119,0,Lian
20180624 044119,1,Kinessa
20180624 044119,2,Makoa
20180624 044119,3,Ying
20180624 044119,4,Talus
20180624 044119,5,Pip
20180624 044119,6,Vivian
20180624 044119,7,Bomb King
20180624 044119,8,Maeve
20180624 044119,9,Androxus
20180624 144231,0,Jenos
20180624 144231,1,Ash
20180624 144231,2,Maeve
20180624 144231,3,Tyra
20180624 144231,4,Androxus
20180624 144231,5,Cassie
20180624 144231,6,Terminus
20180624 144231,7,Pip
20180624 144231,8,Tyra
20180624 144231,9,Maeve
20180624 145416,0,Lex
20180624 145416,1,Fernando
20180624 145416,2,Tyra
20180624 145416,3,Jenos
20180624 145416,4,Bomb King
20180624 145416,5,Maeve
20180624 145416,6,Tyra
20180624 145416,7,Strix
20180624 145416,8,Grover
20180624 145416,9,Lex
20180624 150739,0,Cassie
20180624 150739,1,Jenos
20180624 150739,2,Evie
20180624 150739,3,Khan
20180624 150739,4,Strix
20180624 150739,5,Ruckus
20180624 150739,6,Mal'Damba
20180624 150739,7,Kinessa
20180624 150739,8,Zhin
20180624 150739,9,Androxus
20180624 152006,0,Cassie
20180624 152006,1,Skye
20180624 152006,2,Jenos
20180624 152006,3,Zhin
20180624 152006,4,Buck
20180624 152006,5,Willo
20180624 152006,6,Furia
20180624 152006,7,Androxus
20180624 152006,8,Skye
20180624 152006,9,Willo
20180624 153434,0,Seris
20180624 153434,1,Barik
20180624 153434,2,Vivian
20180624 153434,3,Zhin
20180624 153434,4,Cassie
20180624 153434,5,Furia
20180624 153434,6,Pip
20180624 153434,7,Bomb King
20180624 153434,8,Ruckus
20180624 153434,9,Tyra
20180624 155207,0,Jenos
20180624 155207,1,Moji
20180624 155207,2,Lian
20180624 155207,3,Kinessa
20180624 155207,4,Cassie
20180624 155207,5,Khan
20180624 155207,6,Furia
20180624 155207,7,Talus
20180624 155207,8,Drogoz
20180624 155207,9,Strix
20180624 160547,0,Pip
20180624 160547,1,Tyra
20180624 160547,2,Torvald
20180624 160547,3,Jenos
20180624 160547,4,Sha Lin
20180624 160547,5,Pip
20180624 160547,6,Talus
20180624 160547,7,Khan
20180624 160547,8,Mal'Damba
20180624 160547,9,Lian
20180624 162554,0,Moji
20180624 162554,1,Strix
20180624 162554,2,Jenos
20180624 162554,3,Androxus
20180624 162554,4,Makoa
20180624 162554,5,Seris
20180624 162554,6,Zhin
20180624 162554,7,Strix
20180624 162554,8,Moji
20180624 162554,9,Fernando
20180624 163644,0,Maeve
20180624 163644,1,Jenos
20180624 163644,2,Furia
20180624 163644,3,Ash
20180624 163644,4,Viktor
20180624 163644,5,Khan
20180624 163644,6,Kinessa
20180624 163644,7,Zhin
20180624 163644,8,Jenos
20180624 163644,9,Viktor
20180624 164946,0,Cassie
20180624 164946,1,Furia
20180624 164946,2,Jenos
20180624 164946,3,Makoa
20180624 164946,4,Drogoz
20180624 164946,5,Lian
20180624 164946,6,Maeve
20180624 164946,7,Sha Lin
20180624 164946,8,Drogoz
20180624 164946,9,Strix
20180624 170247,0,Makoa
20180624 170247,1,Mal'Damba
20180624 170247,2,Willo
20180624 170247,3,Maeve
20180624 170247,4,Cassie
20180624 170247,5,Lian
20180624 170247,6,Jenos
20180624 170247,7,Viktor
20180624 170247,8,Strix
20180624 170247,9,Ruckus
20180624 172014,0,Strix
20180624 172014,1,Androxus
20180624 172014,2,Terminus
20180624 172014,3,Jenos
20180624 172014,4,Evie
20180624 172014,5,Furia
20180624 172014,6,Maeve
20180624 172014,7,Willo
20180624 172014,8,Talus
20180624 172014,9,Zhin
20180624 172847,0,Fernando
20180624 172847,1,Viktor
20180624 172847,2,Moji
20180624 172847,3,Tyra
20180624 172847,4,Jenos
20180624 172847,5,Lian
20180624 172847,6,Androxus
20180624 172847,7,Furia
20180624 172847,8,Tyra
20180624 172847,9,Jenos
20180624 174133,0,Furia
20180624 174133,1,Willo
20180624 174133,2,Jenos
20180624 174133,3,Moji
20180624 174133,4,Drogoz
20180624 174133,5,Furia
20180624 174133,6,Lex
20180624 174133,7,Strix
20180624 174133,8,Lian
20180624 174133,9,Buck
20180624 175107,0,Bomb King
20180624 175107,1,Jenos
20180624 175107,2,Fernando
20180624 175107,3,Vivian
20180624 175107,4,Skye
20180624 175107,5,Buck
20180624 175107,6,Lex
20180624 175107,7,Evie
20180624 175107,8,Khan
20180624 175107,9,Furia
20180624 193224,0,Pip
20180624 193224,1,Grover
20180624 193224,2,Viktor
20180624 193224,3,Cassie
20180624 193224,4,Khan
20180624 193224,5,Maeve
20180624 193224,6,Inara
20180624 193224,7,Cassie
20180624 193224,8,Seris
20180624 193224,9,Lex
20180624 194606,0,Grover
20180624 194606,1,Bomb King
20180624 194606,2,Androxus
20180624 194606,3,Evie
20180624 194606,4,Makoa
20180624 194606,5,Khan
20180624 194606,6,Moji
20180624 194606,7,Bomb King
20180624 194606,8,Kinessa
20180624 194606,9,Seris
20180624 195824,0,Khan
20180624 195824,1,Drogoz
20180624 195824,2,Evie
20180624 195824,3,Cassie
20180624 195824,4,Jenos
20180624 195824,5,Evie
20180624 195824,6,Tyra
20180624 195824,7,Skye
20180624 195824,8,Khan
20180624 195824,9,Jenos
20180624 200717,0,Evie
20180624 200717,1,Ash
20180624 200717,2,Sha Lin
20180624 200717,3,Drogoz
20180624 200717,4,Jenos
20180624 200717,5,Furia
20180624 200717,6,Tyra
20180624 200717,7,Bomb King
20180624 200717,8,Evie
20180624 200717,9,Sha Lin
20180624 201745,0,Ash
20180624 201745,1,Jenos
20180624 201745,2,Pip
20180624 201745,3,Kinessa
20180624 201745,4,Maeve
20180624 201745,5,Skye
20180624 201745,6,Ying
20180624 201745,7,Tyra
20180624 201745,8,Viktor
20180624 201745,9,Drogoz
20180624 203127,0,Makoa
20180624 203127,1,Ying
20180624 203127,2,Viktor
20180624 203127,3,Zhin
20180624 203127,4,Lex
20180624 203127,5,Strix
20180624 203127,6,Fernando
20180624 203127,7,Moji
20180624 203127,8,Seris
20180624 203127,9,Drogoz
20180625 215312,0,Skye
20180625 215312,1,Makoa
20180625 215312,2,Furia
20180625 215312,3,Kinessa
20180625 215312,4,Androxus
20180625 215312,5,Barik
20180625 215312,6,Lex
20180625 215312,7,Viktor
20180625 215312,8,Androxus
20180625 215312,9,Seris
20180625 215348,0,Skye
20180625 215348,1,Makoa
20180625 215348,2,Furia
20180625 215348,3,Kinessa
20180625 215348,4,Androxus
20180625 215348,5,Barik
20180625 215348,6,Lex
20180625 215348,7,Viktor
20180625 215348,8,Androxus
20180625 215348,9,Seris
20180625 222702,0,Jenos
20180625 222702,1,Ruckus
20180625 222702,2,Kinessa
20180625 222702,3,Tyra
20180625 222702,4,Maeve
20180625 222702,5,Bomb King
20180625 222702,6,Cassie
20180625 222702,7,Pip
20180625 222702,8,Skye
20180625 222702,9,Vivian
20180625 224125,0,Jenos
20180625 224125,1,Barik
20180625 224125,2,Ying
20180625 224125,3,Androxus
20180625 224125,4,Drogoz
20180625 224125,5,Buck
20180625 224125,6,Pip
20180625 224125,7,Makoa
20180625 224125,8,Maeve
20180625 224125,9,Bomb King
20180625 225554,0,Kinessa
20180625 225554,1,Cassie
20180625 225554,2,Androxus
20180625 225554,3,Ruckus
20180625 225554,4,Mal'Damba
20180625 225554,5,Kinessa
20180625 225554,6,Pip
20180625 225554,7,Mal'Damba
20180625 225554,8,Khan
20180625 225554,9,Vivian
20180625 232328,0,Khan
20180625 232328,1,Viktor
20180625 232328,2,Sha Lin
20180625 232328,3,Furia
20180625 232328,4,Cassie
20180625 232328,5,Lex
20180625 232328,6,Furia
20180625 232328,7,Ash
20180625 232328,8,Seris
20180625 232328,9,Lian
20180626 174657,0,Grover
20180626 174657,1,Ruckus
20180626 174657,2,Zhin
20180626 174657,3,Androxus
20180626 174657,4,Cassie
20180626 174657,5,Androxus
20180626 174657,6,Evie
20180626 174657,7,Makoa
20180626 174657,8,Drogoz
20180626 174657,9,Furia
20180626 175954,0,Sha Lin
20180626 175954,1,Lex
20180626 175954,2,Furia
20180626 175954,3,Khan
20180626 175954,4,Cassie
20180626 175954,5,Tyra
20180626 175954,6,Bomb King
20180626 175954,7,Ying
20180626 175954,8,Buck
20180626 175954,9,Maeve
20180626 181323,0,Ruckus
20180626 181323,1,Cassie
20180626 181323,2,Furia
20180626 181323,3,Drogoz
20180626 181323,4,Talus
20180626 181323,5,Drogoz
20180626 181323,6,Viktor
20180626 181323,7,Jenos
20180626 181323,8,Evie
20180626 181323,9,Ruckus
20180626 205637,0,Bomb King
20180626 205637,1,Viktor
20180626 205637,2,Cassie
20180626 205637,3,Grohk
20180626 205637,4,Evie
20180626 205637,5,Makoa
20180626 205637,6,Furia
20180626 205637,7,Seris
20180626 205637,8,Barik
20180626 205637,9,Kinessa
20180626 211511,0,Cassie
20180626 211511,1,Sha Lin
20180626 211511,2,Evie
20180626 211511,3,Terminus
20180626 211511,4,Grover
20180626 211511,5,Zhin
20180626 211511,6,Makoa
20180626 211511,7,Barik
20180626 211511,8,Lian
20180626 211511,9,Jenos
20180626 212957,0,Lian
20180626 212957,1,Vivian
20180626 212957,2,Lex
20180626 212957,3,Willo
20180626 212957,4,Jenos
20180626 212957,5,Furia
20180626 212957,6,Pip
20180626 212957,7,Ying
20180626 212957,8,Kinessa
20180626 212957,9,Skye
20180626 214158,0,Khan
20180626 214158,1,Cassie
20180626 214158,2,Ash
20180626 214158,3,Zhin
20180626 214158,4,Mal'Damba
20180626 214158,5,Furia
20180626 214158,6,Maeve
20180626 214158,7,Inara
20180626 214158,8,Drogoz
20180626 214158,9,Vivian
20180626 215432,0,Drogoz
20180626 215432,1,Jenos
20180626 215432,2,Bomb King
20180626 215432,3,Zhin
20180626 215432,4,Fernando
20180626 215432,5,Lex
20180626 215432,6,Grover
20180626 215432,7,Tyra
20180626 215432,8,Makoa
20180626 215432,9,Vivian
20180626 220724,0,Lex
20180626 220724,1,Grover
20180626 220724,2,Cassie
20180626 220724,3,Khan
20180626 220724,4,Ruckus
20180626 220724,5,Bomb King
20180626 220724,6,Jenos
20180626 220724,7,Cassie
20180626 220724,8,Evie
20180626 220724,9,Khan
20180626 221903,0,Androxus
20180626 221903,1,Furia
20180626 221903,2,Pip
20180626 221903,3,Cassie
20180626 221903,4,Khan
20180626 221903,5,Willo
20180626 221903,6,Khan
20180626 221903,7,Strix
20180626 221903,8,Skye
20180626 221903,9,Zhin
20180626 222716,0,Cassie
20180626 222716,1,Lian
20180626 222716,2,Kinessa
20180626 222716,3,Sha Lin
20180626 222716,4,Androxus
20180626 222716,5,Khan
20180626 222716,6,Kinessa
