timestamp,metric,value,outcome,details
20180622 191841,shielding0,"87,917",DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding1,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding2,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding3,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding4,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding5,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding6,"68,445",DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding7,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding8,"12,972",DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,shielding9,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak0,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak1,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak2,13,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak3,11,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak4,,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak5,14,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak6,16,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak7,22,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak8,20,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 191841,streak9,10,DEFEAT,BRIGHTMARSH / SIEGE / 16.51 / ID 250844944
20180622 202810,credit0,"3,014",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit1,"2,926",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit2,3432,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit3,2402,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit4,"3,775",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit5,3.1,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit6,"3,252",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit7,"3,740",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit8,2.774,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,credit9,"4,494",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage0,"22,823",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage1,"44,856",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage2,"64,829",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage3,"36,632",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage4,"113,308",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage5,"76,023",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage6,"57,903",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage7,"70,046",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage8,"41,198",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,damage9,"72,975",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing0,"59,029",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing1,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing2,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing3,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing4,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing5,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing6,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing7,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing8,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,healing9,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda0,6/9/25,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda1,12/16 /1,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda2,10/10 /1,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda3,9/12/5,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda4,23/12/12,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda5,10/13/9,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda6,12/13/14,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda7,16/10/6,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda8,a/1m/5,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,kda9,13/13/17,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name0,Whippity,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name1,Froggerbobber99,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name2,lamShqdows,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name3,ihasbadname,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name4,rampje,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name5,LeCoyote34,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name6,WOAHKookies,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name7,BaconVEVO,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name8,Rendoxx,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,name9,KennyCancer,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective0,50,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective1,60,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective2,121,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective3,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective4,72,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective5,49,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective6,50,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective7,210,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective8,66,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,objective9,14,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding0,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding1,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding2,"118,504",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding3,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding4,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding5,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding6,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding7,"30,034",VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding8,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,shielding9,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak0,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak1,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak2,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak3,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak4,11,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak5,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak6,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak7,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak8,,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 202810,streak9,1,VICTORY,STONE KEEP / SIEGE / 15:36 / ID 250859436
20180622 204918,credit0,2.943,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit1,"3,127",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit2,"3,302",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit3,"3,322",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit4,"4,282",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit5,"3,014",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit6,"3,358",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit7,"2,867",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit8,"3,482",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,credit9,"2,646",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage0,"58,570",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage1,"33,331",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage2,"65,545",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage3,"29,652",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage4,"93,889",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage5,"48,258",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage6,77.369,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage7,"62,9359",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage8,"51,086",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,damage9,"49,670",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing0,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing1,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing2,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing3,"68,341",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing4,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing5,"75,195",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing6,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing7,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing8,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,healing9,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda0,8/15/11,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda1,7/710/7,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda2,16/1/9,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda3,7117/17,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda4,18/9/14,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda5,4/12/20,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda6,22/9/12,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda7,n/n/7,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda8,6/1/13,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,kda9,10/13/12,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name0,ArbyTheSpartan,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name1,deimanxox,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name2,MaxwellFenix,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name3,W DestructivBage!,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name4,rampje,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name5,'W Karvae,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name6,Toxuki,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name7,ChronoRazer,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name8,W Tomweasicy,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,name9,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective0,28,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective1,205,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective2,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective3,88,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective4,157,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective5,35,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective6,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective7,80,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective8,216,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,objective9,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding0,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding1,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding2,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding3,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding4,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding5,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding6,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding7,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding8,"130,585",VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,shielding9,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak0,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak1,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak2,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak3,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak4,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak5,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak6,10,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak7,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak8,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 204918,streak9,,VICTORY,FISH MARKET / SIEGE / 16:27 / ID 250863344
20180622 210707,credit0,"2,414",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit1,"3,296",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit2,"2,277",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit3,"2,859",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit4,"2,507",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit5,"3,639",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit6,"2,615",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit7,2419,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit8,"3,367",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,credit9,3.189,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage0,"42,525",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage1,"70,958",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage2,"45,694",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage3,"55,539",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage4,"8,095",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage5,"39,888",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage6,"16,607",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage7,"18,182",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage8,"60,175",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,damage9,"72,619",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing0,"24,134",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing1,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing2,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing3,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing4,"4,539",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing5,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing6,"43,485",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing7,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing8,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,healing9,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda0,3/12/15,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda1,20 /1/7,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda2,6/12/8,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda3,15/12/5,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda4,0/10/4,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda5,20/5/3,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda6,1/9/20,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda7,5/1/8,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda8,21/8/9,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,kda9,9/9/18,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name0,Kajoshin23,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name1,rampje,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name2,JtPepinatzo,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name3,W Bashious,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name4,W Ephixraliex,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name5,'W Tovie,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name6,CxrterPlays,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name7,brushok,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name8,GingyFindy,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,name9,MortBeingMort,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective0,58,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective1,81,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective2,31,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective3,19,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective4,190,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective5,201,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective6,57,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective7,74,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective8,33,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,objective9,85,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding0,2308,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding1,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding2,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding3,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding4,"98,471",DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding5,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding6,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding7,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding8,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,shielding9,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak0,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak1,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak2,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak3,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak4,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak5,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak6,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak7,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak8,12,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 210707,streak9,,DEFEAT,ASCENSION PEAK / siEGE / 1311 / ID 250867416
20180622 222742,credit0,"3,525",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit1,"2,383",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit2,"3,179",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit3,"2,362",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit4,"2,916",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit5,"3,725",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit6,"4,488",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit7,"5,203",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit8,"3,861",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,credit9,"4,450",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage0,"123,456",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage1,"81,610",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage2,"47,080",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage3,"37,409",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage4,"47,819",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage5,"39,615",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage6,"46,635",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage7,"79,948",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage8,"76,091",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,damage9,"82,561",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing0,,DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing1,,DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing2,,DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing3,,DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing4,"59,197",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing5,,DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing6,"90,312",DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
20180622 222742,healing7,,DEFEAT,TIMBER MILL / siEGE / 1719 / ID 250881826
