timestamp,metric,value,outcome,details
20180624 012757,objective5,19,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,objective6,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,objective7,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,objective8,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,objective9,35,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding0,"3,079",VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding1,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding2,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding3,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding4,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding5,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding6,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding7,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding8,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,shielding9,"2,257",VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak0,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak1,10,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak2,15,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak3,14,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak4,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak5,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak6,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak7,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak8,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 012757,streak9,,VICTORY,TIMBER MILL / siEGE / 743 / ID 251233649
20180624 020953,credit0,"4,252",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit1,"3,741",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit2,"4,512",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit3,"4,892",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit4,"5,767",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit5,"4,864",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit6,4.422,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit7,"3,289",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit8,"5,531",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,credit9,"4,536",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage0,"51,663",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage1,"38,240",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage2,"51,122",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage3,"63,600",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage4,"127,351",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage5,"77,520",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage6,"78,290",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage7,"54,804",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage8,"116,163",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,damage9,"123,150",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing0,"51,802",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing1,"42,897",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing2,"87,342",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing3,"3,907",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing4,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing5,"73,914",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing6,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing7,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing8,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,healing9,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda0,12/16/27,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda1,5/13/42,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda2,9/1/40,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda3,14/16/23,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda4,31/12/24,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda5,10/14/36,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda6,12/10/18,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda7,10/12/11,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda8,23/20/17,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,kda9,13/13/31,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name0,'W OceanLaboratory,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name1,rampje,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name2,godinals,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name3,W saryuh,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name4,Rhenzx,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name5,Clonsik,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name6,'W snoopgifatte,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name7,W rovefto,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name8,W arai,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,name9,skylu456,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective0,145,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective1,47,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective2,87,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective3,358,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective4,174,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective5,59,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective6,353,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective7,26,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective8,99,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,objective9,43,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding0,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding1,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding2,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding3,"45,402",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding4,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding5,"12,085",DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding6,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding7,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding8,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,shielding9,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak0,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak1,15,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak2,10,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak3,11,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak4,13,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak5,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak6,12,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak7,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak8,,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 020953,streak9,13,DEFEAT,STONE KEEP / SIEGE / 18:26 / ID 251238094
20180624 022000,credit0,"3,607",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit1,"3,822",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit2,"3,638",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit3,"1,129",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit4,"3,878",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit5,"3,989",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit6,4.144,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit7,"4,539",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit8,"2,992",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,credit9,"3,542",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage0,"25,277",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage1,"43,965",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage2,"44,422",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage3,"18,110",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage4,"57,036",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage5,"37,229",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage6,"56,240",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage7,"22,867",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage8,"21,915",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,damage9,"54,844",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing0,"54,173",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing1,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing2,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing3,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing4,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing5,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing6,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing7,"74,845",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing8,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,healing9,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda0,1/7/13,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda1,4/6/7,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda2,9/13 /7,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda3,1/7/1,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda4,8/1/5,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda5,9/9/14,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda6,13/1/5,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda7,6/2/22,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda8,5/7/8,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,kda9,1/4/12,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name0,rampje,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name1,W OceanLaboratory,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name2,W Saryuh,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name3,miyavizmyy,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name4,Rhenzx,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name5,robloxloveraaro,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name6,LokiScript,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name7,TKTKORZ,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name8,jhondevil,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,name9,Goateatingpaper,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective0,63,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective1,153,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective2,26,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective3,17,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective4,72,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective5,12,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective6,156,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective7,Zn,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective8,25,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,objective9,23,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding0,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding1,"21,772",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding2,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding3,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding4,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding5,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding6,27122,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding7,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding8,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,shielding9,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak0,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak1,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak2,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak3,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak4,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak5,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak6,1,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak7,13,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak8,,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 022000,streak9,12,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 832 / ID 251241095
20180624 023238,credit0,"1,233",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit1,2137,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit2,"2,013",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit3,"1,760",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit4,"2,079",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit5,"2,810",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit6,"2,985",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit7,"2,994",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit8,"3,078",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,credit9,"2,582",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage0,"28,736",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage1,"19,259",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage2,"22,960",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage3,"23,767",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage4,"44,325",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage5,"33,447",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage6,"28,47",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage7,"53,442",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage8,"65,076",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,damage9,"36,959",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing0,0,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing1,"60,356",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing2,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing3,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing4,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing5,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing6,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing7,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing8,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,healing9,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda0,5/7/4,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda1,4/7/16,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda2,8 /1/4,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda3,3/9/6,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda4,7/7 /m,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda5,1/7/2,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda6,5/5 /1,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda7,8/5/21,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda8,12/5/8,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,kda9,5/5/7,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name0,& KamukuraO7,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name1,W OceanLaboratory,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name2,W Saryuh,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name3,rampje,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name4,Rhenzx,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name5,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name6,vCrypt,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name7,jtoman,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name8,W jamporu,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,name9,Josegrowl,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective0,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective1,29,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective2,20,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective3,47,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective4,30,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective5,48,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective6,247,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective7,20,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective8,27,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,objective9,33,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding0,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding1,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding2,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding3,"35,956",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding4,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding5,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding6,"31,824",DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding7,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding8,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,shielding9,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak0,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak1,14,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak2,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak3,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak4,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak5,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak6,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak7,18,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak8,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 023238,streak9,,DEFEAT,ICE MINES / siEGE / N29 / ID 251242404
20180624 024149,credit0,3436,VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit1,"3,205",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit2,"3,650",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit3,"3,415",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit4,"3,600",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit5,"3,380",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit6,3485,VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit7,"3,370",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit8,"3,375",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,credit9,"3,194",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage0,"36,315",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage1,"40,513",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage2,77.617,VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage3,"40,144",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage4,"33,797",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage5,"48,655",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage6,"38,279",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage7,"38,339",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage8,"26,937",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,damage9,"45,872",VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
20180624 024149,healing0,,VICTORY,TRADE DISTRICT / DEATHMATCH / 740 / ID 251244319
