timestamp,outcome,map,gametype,time,match_id,id,player_num,team,credit,damage,healing,kills,deaths,assists,name,objective,shielding,streak
2018-06-22T21:07:07Z,DEFEAT,ASCENSION PEAK,siEGE,1311,ID 250867416,11,9,red,3.189,72619,NA,9,9,18,MortBeingMort,85,NA,NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,0,blue,"3,525",123456,NA,17,12,10,rampje,13,NA,NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,1,blue,"2,383",81610,NA,5,12,12,TrustiestEnd97,13,NA,NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,2,blue,"3,179",47080,NA,5,1,14,PandaEagle,124,"171,635",NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,3,blue,"2,362",37409,NA,7,15,9,boerema,30,NA,NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,4,blue,"2,916",47819,59197,7,16,19,ArmoredBoss,38,NA,NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,5,red,"3,725",39615,NA,10,12,6,TMOS,139,NA,NA
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,6,red,"4,488",46635,90312,3,9,34,TheBlackfurySV,152,NA,13
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,7,red,"5,203",79948,NA,12,10,17,CeroNox,355,"57,588",W
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,8,red,"3,861",76091,NA,17,1,9,FREZINATOR,NA,NA,19
2018-06-22T22:27:42Z,DEFEAT,TIMBER MILL,siEGE,1719,ID 250881826,12,9,red,"4,450",82561,NA,24,9,10,NA,45,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,0,blue,"2,203",39187,NA,1,1,5,LowGi,65,NA,13
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,1,blue,"2,077",12769,NA,3,2,8,HentaiBondo,177,"8,878",NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,2,blue,2144,35272,NA,1,3,5,stevo7653,23,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,3,blue,"2,020",29356,9593,3,2,15,xMerce,51,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,4,blue,"2,278",46167,NA,1,4,7,rampje,45,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,5,red,"1,303",29174,NA,4,6,1,Valmont,NA,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,6,red,"1,218",17,NA,4,9,1,'W,NA,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,7,red,625,9546,NA,1,10,1,Jacheekang,NA,NA,NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,8,red,"1,600",25902,NA,2,5,4,natmandoo,31,"52,765",NA
2018-06-22T22:39:51Z,VICTORY,JAGUAR FALLS,SIEGE,8:08,ID 250885791,13,9,red,1.383,17435,32402,1,9,5,DaRoxing,NA,"4,336",NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,0,blue,"2,664",50538,NA,8,9,14,MatthewNg,31,"53,444",NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,1,blue,"1,569",23121,NA,2,18,6,PinguPangu,15,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,2,blue,1871,13904,26601,2,14,13,nitro4520,NA,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,3,blue,"2,588",47301,NA,1,17,NA,rampje,23,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,4,blue,"1,880",32019,NA,9,18,2,TrapTricks,29,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,5,red,"3,215",55944,NA,15,3,12,jepilb22b222,14,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,6,red,"3,153",42543,NA,8,9,17,'W PoizeN420,108,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,7,red,3453,31972,45486,9,7,23,ElementalForge7,138,NA,11
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,8,red,2.710,24118,NA,4,8,9,AngelGF,99,NA,NA
2018-06-22T22:57:02Z,DEFEAT,FROG ISLE,siEGE,1348,ID 250887885,14,9,red,"4,934",114667,NA,40,5,18,xXxGokuSatanxXx,66,NA,17
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,0,blue,"3,639",33294,NA,6,1,8,Cypen,131,NA,NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,1,blue,"4,163",46802,71681,6,1,18,matsif,146,"11,753",NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,2,blue,"4,578",97553,NA,20,6,6,Becoming,57,NA,NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,3,blue,"4,393",35942,14708,4,9,19,¥ Tiliven,305,"65,306",NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,4,blue,"4,477",105781,NA,9,9,18,rampje,89,NA,NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,5,red,"3,151",104314,NA,17,9,1,'W witliceceo,18,NA,14
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,6,red,"2,851",63656,27504,9,9,22,W Kyrii,104,NA,1
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,7,red,"2,798",27,57022,6,10,21,W Jasedog,44,NA,NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,8,red,2340,56851,4889,10,8,19,ZombyRock,29,NA,NA
2018-06-22T23:18:21Z,VICTORY,TIMBER MILL,siEGE,1631,iD 250891324,15,9,red,1.993,36070,17778,4,9,12,Killfacs,24,NA,NA
2018-06-22T23:27:24Z,VICTORY,FROG ISLE,siEGE,6:38,ID 250894665,16,0,blue,"1,862",35333,NA,9,1,5,hotHotDoritos,NA,NA,NA
2018-06-22T23:27:24Z,VICTORY,FROG ISLE,siEGE,6:38,ID 250894665,16,1,blue,1915,11468,NA,3,0,6,X ao ur p,199,"6,970",NA
2018-06-22T23:27:24Z,VICTORY,FROG ISLE,siEGE,6:38,ID 250894665,16,2,blue,1918,15153,29414,3,1,14,hotHotCheetos,60,"3,550",11
2018-06-22T23:27:24Z,VICTORY,FROG ISLE,siEGE,6:38,ID 250894665,16,3,blue,1836,28270,NA,6,1,7,rampje,44,NA,NA
2018-06-22T23:27:24Z,VICTORY,FROG ISLE,siEGE,6:38,ID 250894665,16,4,blue,"1,886",31471,NA,9,3,5,¥P Harresshi,NA,NA,NA
